Kmen,Dieta,Číslo,Označení pro ALS,Body Weight (g),Carcass Wet weight (g),Carcass Dry Weight (g),Carcass relative water,Carcass Ash weight (g),Cl- (mg/kg ash),K+ (mg/kg ash),Na+ (mg/kg ash),Total  Cl- in carcass (mg),Total K+ in carcass (mg),Total Na+ in carcass (mg),Total  Cl- in carcass (mmol),Total K+ in carcass (mmol),Total Na+ in carcass (mmol),rCarcass Cl- (mmol /g DW),rCarcass K+ (mmol /g DW),rCarcass Na+ (mmol /g DW),Carcass Na+/Carcass W,Carcass K+/Carcass W,Carcass (Na + K)/Carcass W,%W,rCar Na+/rW,rCar K+/rW,rCar Na+K/rW,rCar (Na+K),,Water/salt consuption,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 10,Day 11,Day 12,Day 13,Day 14,Day 15
,,,,4.187257577,1.964621947,1.27122073,0.008072945874,0.08678996251,18784.9488,18905.03628,14914.57558,9.466531822,3.391653224,3.150843904,0.2670186424,0.08674682081,0.1370539937,0.007641201245,0.001660279971,0.00278253346,0.002425387896,0.00115846003,0.003451062797,,0.00404793018,0.0007348120237,0.004596108896,0.004113447258,,,,,,,,,,,,,,,,
BXH8,Sůl,1,BXH8-S-Skin-1,265.900,46.477,19.397,0.583,0.458,269000.000,326000.000,234000.000,123.164,149.261,107.139,3.474,3.818,4.660,0.179,0.197,0.240,0.1720885433,0.1409714022,0.3130599455,58.26645627,0.4123506607,0.3377891969,0.7501398576,0.437,,,,,,,,,,,,,,,,
,Sůl,2,BXH8-S-Skin-2,295.400,53.819,21.884,0.593,0.585,143000.000,203000.000,146000.000,83.587,118.658,85.340,2.358,3.035,3.712,0.108,0.139,0.170,0.1162367744,0.09503072671,0.2112675011,59.33835685,0.2858634462,0.233710985,0.5195744312,0.308,,,,,,,,,,,,,,,,
,Sůl,3,BXH8-S-Skin-3,287.200,52.600,21.691,0.588,0.472,118000.000,138000.000,99900.000,55.744,65.193,47.194,1.572,1.667,2.053,0.072,0.077,0.095,0.06641354865,0.05394455354,0.1203581022,58.76290668,0.1610529339,0.130815606,0.29186854,0.172,,,,,,,,,,,,,,,,
,,,,282.833,50.966,20.990,0.588,0.505,176666.667,222333.333,159966.667,87.498,111.037,79.891,2.468,2.840,3.475,0.120,0.137,0.168,0.1182462888,0.09664889415,0.2148951829,58.78923993,0.286422347,0.2341052626,0.5205276096,0.306,,,,,,,,,,,,,,,,
,,,,8.852941423,2.287575107,0.8044710673,0.003118809686,0.04029748225,47054.72651,55511.33238,39611.77259,19.69732513,24.73801163,17.64051089,0.5555944999,0.6327132287,0.7673190235,0.03158025348,0.03487368397,0.04233849007,0.03073613328,0.0253116189,0.05604774848,,0.07305220678,0.06016706904,0.1332192708,0.07721217236,,,,,,,,,,,,,,,,
,Voda,4,BXH8-W-Skin-4,277.600,49.846,20.394,0.591,0.464,148000.000,170000.000,120000.000,68.598,78.795,55.620,1.935,2.015,2.419,0.095,0.099,0.119,0.08214631589,0.06842787995,0.1505741958,59.0855901,0.2007760007,0.1672464057,0.3680224063,0.217,,,,,,,,,,,,,,,,
,Voda,5,BXH8-W-Skin-5,263.800,46.608,19.780,0.576,0.753,86700.000,96700.000,67600.000,65.307,72.840,50.920,1.842,1.863,2.215,0.093,0.094,0.112,0.08255857186,0.06944152797,0.1520000998,57.56144514,0.1945367182,0.1636283992,0.3581651174,0.206,,,,,,,,,,,,,,,,
,Voda,6,BXH8-W-Skin-6,258.600,46.099,18.594,0.597,0.550,125000.000,143000.000,99500.000,68.692,78.584,54.679,1.938,2.010,2.378,0.104,0.108,0.128,0.08647202309,0.07307450717,0.1595465303,59.6648673,0.2143838815,0.1811683817,0.3955522632,0.236,,,,,,,,,,,,,,,,
,,,,266.667,47.518,19.589,0.588,0.589,119900.000,136566.667,95700.000,67.533,76.740,53.740,1.905,1.963,2.338,0.097,0.100,0.120,0.08372563695,0.07031463836,0.1540402753,58.77063418,0.2032322001,0.1706810622,0.3739132623,0.220,,,,,,,,,,,,,,,,
,,,,5.708737874,1.181524759,0.5319455123,0.00631689223,0.08651458995,18003.83425,21552.94064,15352.25033,1.120888438,1.964658553,1.445910472,0.03161644779,0.05024920657,0.06289356463,0.003461330755,0.004117173092,0.00465288784,0.001387997397,0.001420500955,0.002803232101,,0.005900580218,0.005384122599,0.01126582035,0.00876011988,,,,,,,,,,,,,,,,
HXB2,Sůl,1,HXB2-S-Skin-1,327.100,67.304,28.086,0.583,0.572,137000.000,179000.000,127000.000,78.402,102.438,72.679,2.211,2.620,3.161,0.079,0.093,0.113,0.08060959762,0.06680567891,0.1474152765,58.27050722,0.1931717648,0.160092238,0.3532640028,0.206,,,,,,,,,,,,,,,,
,Sůl,2,HXB2-S-Skin-2,315.500,64.922,27.332,0.579,0.573,117000.000,178000.000,121000.000,66.989,101.915,69.280,1.890,2.607,3.013,0.069,0.095,0.110,0.08016732739,0.06934407445,0.1495114018,57.90039125,0.1904229749,0.1647142967,0.3551372716,0.206,,,,,,,,,,,,,,,,
,Sůl,3,HXB2-S-Skin-3,315.800,61.910,26.025,0.580,0.737,108000.000,132000.000,88800.000,79.559,97.239,65.415,2.244,2.487,2.845,0.086,0.096,0.109,0.07929287591,0.06930625844,0.1485991343,57.96290945,0.1886259845,0.1648693036,0.3534952881,0.205,,,,,,,,,,,,,,,,
,,,,319.467,64.712,27.147,0.580,0.627,120666.667,163000.000,112266.667,74.983,100.531,69.125,2.115,2.571,3.007,0.078,0.095,0.111,0.08002326698,0.06848533727,0.1485086042,58.04460264,0.1907402414,0.1632252794,0.3539655208,0.205,,,,,,,,,,,,,,,,
,,,,3.844396605,1.571641425,0.6061425296,0.001151864226,0.05512994426,8630.017085,15611.30417,11943.5832,4.039120234,1.664421007,2.113125302,0.1139298342,0.04257016308,0.09191577577,0.004982100993,0.0007339265713,0.0009669920195,0.0003895800354,0.0008457847034,0.0006110412857,,0.001331068182,0.001578139613,0.0005937988198,0.0002896828012,,,,,,,,,,,,,,,,
,Voda,4,HXB2-W-Skin-4,286.700,58.848,24.125,0.590,0.545,129000.000,173000.000,132000.000,70.247,94.208,71.881,1.981,2.410,3.127,0.082,0.100,0.130,0.09004679124,0.06939333055,0.1594401218,59.00383813,0.2196468819,0.1692678714,0.3889147533,0.229,,,,,,,,,,,,,,,,
,Voda,5,HXB2-W-Skin-5,307.900,60.479,24.774,0.590,0.523,129000.000,178000.000,142000.000,67.434,93.049,74.230,1.902,2.380,3.229,0.077,0.096,0.130,0.09043125172,0.06665419975,0.1570854515,59.03701413,0.2207633301,0.1627181182,0.3834814482,0.226,,,,,,,,,,,,,,,,
,Voda,6,HXB2-W-Skin-6,335.500,67.357,27.491,0.592,0.606,149000.000,169000.000,135000.000,90.338,102.463,81.849,2.548,2.621,3.560,0.093,0.095,0.130,0.08930648402,0.06573750945,0.1550439935,59.18572156,0.2188118655,0.1610649801,0.3798768456,0.225,,,,,,,,,,,,,,,,
,,,,310.033,62.228,25.463,0.591,0.558,135666.667,173333.333,136333.333,76.006,96.573,75.987,2.144,2.470,3.305,0.084,0.097,0.130,0.08992817566,0.06726167992,0.1571898556,59.07552461,0.2197406925,0.1643503232,0.3840910157,0.227,,,,,,,,,,,,,,,,
,,,,14.2266543,2.625616272,1.038214373,0.0005631644151,0.02519414021,6713.375223,2621.656833,2983.489209,7.261952451,2.984719537,3.029814569,0.2048349618,0.07633885711,0.131789514,0.004706850762,0.001418951023,0.0002630456461,0.0003323770831,0.001105879228,0.001279025001,,0.0005692492485,0.002522205762,0.002645165043,0.00137311766,,,,,,,,,,,,,,,,
HXB15,Sůl,1,HXB15-S-Skin-1,301.400,51.153,21.259,0.584,0.506,127000.000,162000.000,123000.000,64.235,81.937,62.211,1.812,2.096,2.706,0.085,0.099,0.127,0.09052197115,0.07010374581,0.160625717,58.43972774,0.2178088983,0.1686797078,0.3864886061,0.226,,,,,,,,,,,,,,,,
,Sůl,2,HXB15-S-Skin-2,289.500,50.210,21.826,0.565,0.632,105000.000,128000.000,91800.000,66.329,80.858,57.990,1.871,2.068,2.522,0.086,0.095,0.116,0.08886799036,0.0728601341,0.1617281245,56.53104018,0.2044401125,0.1676141651,0.3720542776,0.210,,,,,,,,,,,,,,,,
,Sůl,3,HXB15-S-Skin-3,295.500,51.027,21.090,0.587,0.478,119000.000,168000.000,125000.000,56.850,80.258,59.716,1.604,2.053,2.597,0.076,0.097,0.123,0.08676373222,0.068566947,0.1553306792,58.66986318,0.2099284902,0.1659006049,0.3758290952,0.220,,,,,,,,,,,,,,,,
,,,,295.467,50.797,21.392,0.579,0.538,117000.000,152666.667,113266.667,62.471,81.018,59.972,1.762,2.072,2.609,0.082,0.097,0.122,0.08871789791,0.07051027563,0.1592281735,57.88021037,0.2107258337,0.1673981593,0.378123993,0.219,,,,,,,,,,,,,,,,
,,,,3.459343039,0.2978318977,0.2240604651,0.006825976888,0.04767824664,6474.144608,12541.61991,10824.15956,2.89510498,0.4946204524,1.233879812,0.0816610577,0.01265068948,0.05367075018,0.003171551727,0.001133471208,0.00345491917,0.00109512196,0.001264693755,0.00198839522,,0.003906956238,0.0008151666744,0.004352216091,0.004588007922,,,,,,,,,,,,,,,,
,Voda,4,HXB15-W-Skin-4,260.200,44.370,19.227,0.567,0.382,131000.000,187000.000,134000.000,50.058,71.456,51.204,1.412,1.828,2.227,0.073,0.095,0.116,0.08858458166,0.0726895977,0.1612741794,56.66619606,0.2044237376,0.1677434037,0.3721671413,0.211,,,,,,,,,,,,,,,,
,Voda,5,HXB15-W-Skin-5,276.600,47.405,20.183,0.574,0.449,129000.000,169000.000,125000.000,57.985,75.965,56.187,1.636,1.943,2.444,0.081,0.096,0.121,0.08978207003,0.07137458966,0.1611566597,57.42407691,0.2108752166,0.1676407332,0.3785159498,0.217,,,,,,,,,,,,,,,,
,Voda,6,HXB15-W-Skin-6,269.500,46.020,19.125,0.584,0.457,127000.000,172000.000,122000.000,58.038,78.602,55.753,1.637,2.010,2.425,0.086,0.105,0.127,0.09016739623,0.07474729202,0.1649146882,58.44291285,0.2169723684,0.1798665333,0.3968389017,0.232,,,,,,,,,,,,,,,,
,,,,268.767,45.932,19.512,0.575,0.430,129000.000,176000.000,127000.000,55.360,75.341,54.381,1.562,1.927,2.365,0.080,0.099,0.121,0.0895113493,0.07293715979,0.1624485091,,0.2107571075,0.1717502234,0.382507331,0.220,,,,,,,,,,,,,,,,
,,,,4.781719027,0.8833549705,0.3393256891,0.005183410786,0.02397375144,1162.790698,5606.773698,3630.81279,2.669941389,2.100978261,1.604819856,0.07530995916,0.05373579571,0.06980573368,0.0035722996,0.003194678741,0.003188663267,0.0004798864009,0.0009883285799,0.001242198805,,0.003648342495,0.004086696527,0.007448268575,0.006263006725,,,,,,,,,,,,,,,,
